gene_id	gene_name	gene_biotype	ICN	ICAA	IKD16N	IKD16A
ENSG00000105393.16	BABAM1	protein_coding	4.529816022	4.08782521	4.467913865	4.615940492
ENSG00000105397.14	TYK2	protein_coding	5.259314059	9.096774927	3.458295303	2.858297774
ENSG00000105398.4	SULT2A1	protein_coding	0	0	0	0
ENSG00000105401.9	CDC37	protein_coding	48.04181111	63.29712453	38.99132946	31.33134099
ENSG00000105402.8	NAPA	protein_coding	16.43789828	15.29755433	8.975201012	10.46901794
ENSG00000105404.11	RABAC1	protein_coding	34.83205551	42.36670763	65.72463345	39.50671059
ENSG00000105409.19	ATP1A3	protein_coding	0	0	0	0
ENSG00000105419.18	MEIS3	protein_coding	3.991425384	13.89330255	9.319962235	4.648358334
ENSG00000105426.17	PTPRS	protein_coding	54.94233157	67.44303076	46.5460418	25.59402923
ENSG00000105427.10	CNFN	protein_coding	23.8406508	21.51443081	26.87412185	34.98325667
ENSG00000105428.6	ZNRF4	protein_coding	0	0	0	0
ENSG00000105429.13	MEGF8	protein_coding	11.82305085	12.29304155	13.03768293	6.285829622
ENSG00000105438.9	KDELR1	protein_coding	521.0095879	421.9800574	590.973197	320.6729241
ENSG00000105443.15	CYTH2	protein_coding	5.950328081	3.674027624	4.589304126	4.084857571
ENSG00000105447.13	GRWD1	protein_coding	28.0495192	31.8751567	27.2270626	25.8303994
ENSG00000105464.4	GRIN2D	protein_coding	18.03254741	24.88818713	18.23451349	11.24141908
ENSG00000105467.9	SYNGR4	protein_coding	2.303281157	0	5.192698722	0
ENSG00000105472.13	CLEC11A	protein_coding	8.153037066	1.839378812	5.744015584	3.32321964
ENSG00000105479.16	ODAD1	protein_coding	0	0	0	0.463119239
ENSG00000105483.18	CARD8	protein_coding	4.643326995	1.596289714	2.61707066	2.884028725
ENSG00000105486.14	LIG1	protein_coding	7.556065146	12.4342679	7.515436449	9.058502441
ENSG00000105492.16	SIGLEC6	protein_coding	0	0	0	0
ENSG00000105497.8	ZNF175	protein_coding	3.154311386	1.779083513	2.222290125	0.642856733
ENSG00000105499.14	PLA2G4C	protein_coding	0	0.797722431	0	0.720625581
ENSG00000105501.12	SIGLEC5	protein_coding	0	0	0	0
ENSG00000105507.3	CABP5	protein_coding	0	0	0	0
ENSG00000105509.11	HAS1	protein_coding	0	1.178583207	0	0
ENSG00000105514.8	RAB3D	protein_coding	19.33463729	16.84642748	10.14583921	11.41371308
ENSG00000105516.11	DBP	protein_coding	0	0	0.762089593	0
ENSG00000105518.14	TMEM205	protein_coding	83.71838995	65.69537277	84.11298935	62.31347214
ENSG00000105519.18	CAPS	protein_coding	0	0	0	0
ENSG00000105520.10	PLPPR2	protein_coding	15.18138845	16.92363384	16.60973452	5.096009586
ENSG00000105523.4	FAM83E	protein_coding	0	0	0	0
ENSG00000105538.10	RASIP1	protein_coding	0	2.61155368	0	0
ENSG00000105549.11	THEG	protein_coding	0	0	0	0
ENSG00000105550.10	FGF21	protein_coding	0	0	0	0
ENSG00000105552.15	BCAT2	protein_coding	8.987501216	23.75234744	14.47295119	12.03672635
ENSG00000105556.12	MIER2	protein_coding	6.137246799	1.384603263	3.891457487	4.377753117
ENSG00000105559.12	PLEKHA4	protein_coding	0.761956149	0	0	0
ENSG00000105568.18	PPP2R1A	protein_coding	36.66886986	46.61198805	35.33441299	35.6785487
ENSG00000105576.16	TNPO2	protein_coding	14.15228835	19.90835495	15.95301759	12.5550689
ENSG00000105583.11	WDR83OS	protein_coding	0	0	0	0
ENSG00000105605.8	CACNG7	protein_coding	4.079363277	3.681324797	0	0.831384676
ENSG00000105607.13	GCDH	protein_coding	3.651753858	3.954526562	2.058200487	1.786168277
ENSG00000105609.17	LILRB5	protein_coding	0	0	0	0
ENSG00000105610.6	KLF1	protein_coding	0	0	0	0
ENSG00000105612.9	DNASE2	protein_coding	51.38563378	36.43494523	28.96195652	16.95551452
ENSG00000105613.10	MAST1	protein_coding	0.447331464	0.403683688	0	1.458676757
ENSG00000105617.4	LENG1	protein_coding	23.2813191	5.729911405	13.12181055	5.176137181
ENSG00000105618.14	PRPF31	protein_coding	31.71083047	39.47129393	33.28047817	18.71968505
ENSG00000105619.14	TFPT	protein_coding	7.216947625	15.19644816	4.067613999	3.922219724
ENSG00000105639.20	JAK3	protein_coding	0.429012739	1.161457163	0.483600079	2.448149035
ENSG00000105640.13	RPL18A	protein_coding	55.22731464	80.79891388	41.03131384	57.3005647
ENSG00000105641.4	SLC5A5	protein_coding	0	0	0	0.647486001
ENSG00000105642.16	KCNN1	protein_coding	0	3.090052972	0.385984927	0.558282212
ENSG00000105643.11	ARRDC2	protein_coding	6.933685933	6.825971663	2.131615704	3.596989298
ENSG00000105647.19	PIK3R2	protein_coding	0	0.510879182	0	0
ENSG00000105649.10	RAB3A	protein_coding	3.273083749	0	0	1.33412569
ENSG00000105650.22	PDE4C	protein_coding	0	0	0	0
ENSG00000105655.19	ISYNA1	protein_coding	17.62997206	19.25917206	15.68936828	8.320708985
ENSG00000105656.13	ELL	protein_coding	4.160237193	5.899626146	4.019642951	1.453486264
ENSG00000105662.16	CRTC1	protein_coding	2.098552404	4.923851209	2.129013933	1.710761403
ENSG00000105664.11	COMP	protein_coding	0	0	0	0
ENSG00000105668.7	UPK1A	protein_coding	0	0	0	5.232976169
ENSG00000105669.14	COPE	protein_coding	23.38291031	33.94565601	36.67219299	30.66493699
ENSG00000105671.12	DDX49	protein_coding	12.3775236	30.31803697	15.94563745	14.41469136
ENSG00000105672.14	ETV2	protein_coding	0	0	0	1.107225131
ENSG00000105675.9	ATP4A	protein_coding	0	0	0	0
ENSG00000105676.14	ARMC6	protein_coding	15.86944801	16.92482716	9.757455101	8.23259594
ENSG00000105677.12	TMEM147	protein_coding	253.3047497	190.2625953	148.7518207	116.2316333
ENSG00000105679.9	GAPDHS	protein_coding	0	0	0	0
ENSG00000105695.15	MAG	protein_coding	0	0	0	0
ENSG00000105696.9	TMEM59L	protein_coding	0	3.013331169	0	0
ENSG00000105697.9	HAMP	protein_coding	0	0	0	0
ENSG00000105698.16	USF2	protein_coding	29.41690608	69.0211349	34.4862926	32.61410966
ENSG00000105699.17	LSR	protein_coding	3.007061511	3.618201943	5.649463887	4.902774655
ENSG00000105700.11	KXD1	protein_coding	19.90276899	24.37534782	19.23015957	10.43031923
ENSG00000105701.16	FKBP8	protein_coding	73.61593791	81.40376795	39.7382368	54.94099019
ENSG00000105705.16	SUGP1	protein_coding	1.164255642	5.778602148	1.640493596	3.321895912
ENSG00000105707.15	HPN	protein_coding	0	0	0	0
ENSG00000105708.9	ZNF14	protein_coding	0	0	0.555985039	0
ENSG00000105711.14	SCN1B	protein_coding	3.208021231	5.46833862	3.013506713	2.034053582
ENSG00000105717.14	PBX4	protein_coding	6.269549095	0	0	2.044400242
ENSG00000105722.10	ERF	protein_coding	89.41155669	82.30108905	44.34682255	59.04026524
ENSG00000105723.13	GSK3A	protein_coding	32.35269499	33.30160028	29.63125244	15.24761222
ENSG00000105726.17	ATP13A1	protein_coding	15.38533397	19.56400185	15.76632295	11.11702247
ENSG00000105732.13	ZNF574	protein_coding	15.02435873	18.64276808	13.05487166	10.71700966
ENSG00000105737.9	GRIK5	protein_coding	0	0	0	0
ENSG00000105738.11	SIPA1L3	protein_coding	25.12894872	45.35404952	21.48346169	17.03278475
ENSG00000105750.15	ZNF85	protein_coding	0.626149055	0	0	0
ENSG00000105755.8	ETHE1	protein_coding	11.02967467	16.58911457	21.75789752	20.98017531
ENSG00000105767.3	CADM4	protein_coding	2.590043233	4.674646374	20.43719218	11.61286367
ENSG00000105771.14	SMG9	protein_coding	12.56668801	6.003799431	3.333097966	2.711777483
ENSG00000105778.19	AVL9	protein_coding	9.503960292	11.7928579	9.485680254	7.909136677
ENSG00000105784.15	RUNDC3B	protein_coding	0	0	0	0
ENSG00000105792.19	CFAP69	protein_coding	0	0	0.180258635	0.260723108
ENSG00000105793.16	GTPBP10	protein_coding	3.361545472	4.550320673	1.420974988	2.283638568
ENSG00000105808.18	RASA4	protein_coding	0	0	0	0
ENSG00000105810.10	CDK6	protein_coding	37.97167598	40.30101671	37.55372529	40.49445905
ENSG00000105819.14	PMPCB	protein_coding	11.18264481	11.77343186	7.878448922	6.837154899
ENSG00000105821.15	DNAJC2	protein_coding	5.230296072	8.653254215	2.947898007	6.395686352
ENSG00000105825.14	TFPI2	protein_coding	190.1535771	126.2713987	211.6524027	191.0878488
ENSG00000105829.13	BET1	protein_coding	3.901610701	8.047808442	5.968781411	8.178770534
ENSG00000105835.13	NAMPT	protein_coding	10.41047143	8.94731756	8.941023987	14.85176505
ENSG00000105849.6	POLR1F	protein_coding	25.17157264	16.03446332	6.676326928	15.08832625
ENSG00000105851.11	PIK3CG	protein_coding	0	0	0	0
ENSG00000105852.11	PON3	protein_coding	11.35368308	3.201832018	20.39732147	15.04041285
ENSG00000105854.13	PON2	protein_coding	235.7148216	150.2730381	131.1392827	92.35939746
ENSG00000105855.10	ITGB8	protein_coding	0	0.696138616	0.543475742	0.157214864
ENSG00000105856.14	HBP1	protein_coding	1.842915377	6.652381379	2.856434484	7.136226539
ENSG00000105865.11	DUS4L	protein_coding	0	1.439252028	0.599266522	1.733538365
ENSG00000105866.15	SP4	protein_coding	4.225827164	5.508385513	3.44031931	2.679395884
ENSG00000105875.15	WDR91	protein_coding	0.180145688	0.325136421	0.609201973	0.587426436
ENSG00000105877.18	DNAH11	protein_coding	0	0	0.509269095	0
ENSG00000105879.12	CBLL1	protein_coding	15.65121172	13.1152036	6.931046229	12.75902802
ENSG00000105880.7	DLX5	protein_coding	0	0	0	0
ENSG00000105887.11	MTPN	protein_coding	148.3844123	136.6957077	65.77338289	94.50350934
ENSG00000105889.16	STEAP1B	protein_coding	0	0	0	0
ENSG00000105894.12	PTN	protein_coding	0	0	0	0
ENSG00000105926.16	MPP6	protein_coding	3.119717994	10.69819941	3.516669163	4.323484278
ENSG00000105928.16	GSDME	protein_coding	4.759257157	4.908433062	4.215217577	1.939897578
ENSG00000105929.16	ATP6V0A4	protein_coding	0	1.918770041	0	0
ENSG00000105939.14	ZC3HAV1	protein_coding	13.11939806	9.346807997	14.98329111	2.814491474
ENSG00000105948.13	TTC26	protein_coding	1.169379391	1.582918114	4.284054352	5.24309528
ENSG00000105953.15	OGDH	protein_coding	23.00142329	16.20065546	19.60418186	15.09226486
ENSG00000105954.2	NPVF	protein_coding	0	0	0	0
ENSG00000105963.15	ADAP1	protein_coding	0	0	0.325376984	0.941239772
ENSG00000105967.16	TFEC	protein_coding	0	0.305144518	0.571743523	0.275653457
ENSG00000105968.19	H2AZ2	protein_coding	28.79874359	36.9115498	18.34869716	25.85875834
ENSG00000105971.15	CAV2	protein_coding	24.43866044	17.64327235	24.29252295	16.6625768
ENSG00000105974.13	CAV1	protein_coding	232.7409635	130.9287719	157.1573356	122.5871117
ENSG00000105976.16	MET	protein_coding	131.9011067	79.5974376	66.81664108	32.65394515
ENSG00000105982.17	RNF32	protein_coding	0	0	1.13066827	0
ENSG00000105983.23	LMBR1	protein_coding	21.29320506	16.08743614	13.95496543	14.12896177
ENSG00000105989.10	WNT2	protein_coding	0	0	0	0
ENSG00000105991.10	HOXA1	protein_coding	1.149376244	1.037227376	1.295622233	1.873966561
ENSG00000105993.15	DNAJB6	protein_coding	4.877617963	4.57775847	3.408910871	1.272410911
ENSG00000105996.7	HOXA2	protein_coding	0	2.261182355	0.706122447	4.085295297
ENSG00000105997.23	HOXA3	protein_coding	6.106261396	5.51045101	3.441609337	2.765492667
ENSG00000106003.13	LFNG	protein_coding	7.546119935	11.34969542	6.615998673	0.683519358
ENSG00000106004.5	HOXA5	protein_coding	1.699339412	0	0	1.385318885
ENSG00000106006.6	HOXA6	protein_coding	0	0	0	0
ENSG00000106009.16	BRAT1	protein_coding	10.07430948	6.719672814	3.703095316	4.284876635
ENSG00000106012.18	IQCE	protein_coding	6.327229761	6.566337481	6.062457492	2.579011237
ENSG00000106013.15	ANKRD7	protein_coding	0	0	0	0
ENSG00000106018.14	VIPR2	protein_coding	0	0	0	0
ENSG00000106025.9	TSPAN12	protein_coding	1.766614559	0.797119739	0.497849401	0.720081137
ENSG00000106028.11	SSBP1	protein_coding	33.48808762	28.09979266	27.15285646	30.65244279
ENSG00000106031.9	HOXA13	protein_coding	0	1.040295491	0.64972734	0.469877437
ENSG00000106034.18	CPED1	protein_coding	0	0	0	0
ENSG00000106038.13	EVX1	protein_coding	0	0	0	0
ENSG00000106049.9	HIBADH	protein_coding	18.50750476	36.98224592	17.88204797	19.39822374
ENSG00000106052.14	TAX1BP1	protein_coding	12.11615839	11.79714606	7.368029939	13.5161908
ENSG00000106066.15	CPVL	protein_coding	0.87615821	3.162672922	8.888760807	3.571265711
ENSG00000106069.23	CHN2	protein_coding	0	0	0	0.282383086
ENSG00000106070.20	GRB10	protein_coding	10.44412788	9.155768593	6.054702614	3.405663987
ENSG00000106077.19	ABHD11	protein_coding	7.712041658	5.799624487	5.071101885	4.191290206
ENSG00000106078.19	COBL	protein_coding	0	0.551467534	0.91846605	0.498170287
ENSG00000106080.11	FKBP14	protein_coding	14.22051993	11.84581984	20.96221735	3.566988746
ENSG00000106086.20	PLEKHA8	protein_coding	2.416477503	4.603685019	1.664635345	3.064346753
ENSG00000106089.12	STX1A	protein_coding	11.08044761	7.142348272	3.56866216	3.871240426
ENSG00000106100.11	NOD1	protein_coding	0.857144806	0.386755017	0.724655573	0
ENSG00000106105.15	GARS1	protein_coding	11.61335952	9.113218531	7.399281713	8.095252819
ENSG00000106113.19	CRHR2	protein_coding	0	0	0	0
ENSG00000106123.12	EPHB6	protein_coding	0	1.486010826	1.546839126	1.789858015
ENSG00000106125.14	MINDY4	protein_coding	0	0	0	0
ENSG00000106128.19	GHRHR	protein_coding	0	0	0	0
ENSG00000106144.20	CASP2	protein_coding	10.20451198	10.52436595	10.88670006	3.862310507
ENSG00000106153.13	CHCHD2	protein_coding	258.7359968	295.0699999	216.3392951	271.1883
ENSG00000106178.7	CCL24	protein_coding	0	0	0	0
ENSG00000106211.10	HSPB1	protein_coding	257.5289721	469.6773898	170.5240028	195.2591178
ENSG00000106236.4	NPTX2	protein_coding	0	0	0	0
ENSG00000106244.13	PDAP1	protein_coding	62.23130318	62.49971702	31.68045518	47.45858927
ENSG00000106245.11	BUD31	protein_coding	18.46796833	22.22130764	14.57247559	15.05527685
ENSG00000106246.18	PTCD1	protein_coding	1.027910599	0	1.158701368	0
ENSG00000106258.15	CYP3A5	protein_coding	2.084144496	3.761573702	1.678092767	2.184449052
ENSG00000106261.17	ZKSCAN1	protein_coding	3.682258867	4.60103168	3.512204742	3.463632836
ENSG00000106263.18	EIF3B	protein_coding	32.6667304	57.49926255	21.51059788	20.56593799
ENSG00000106266.11	SNX8	protein_coding	18.80799307	17.43155308	21.20111157	9.530993929
ENSG00000106268.16	NUDT1	protein_coding	34.97922197	20.20234919	12.61758675	10.26555114
ENSG00000106278.12	PTPRZ1	protein_coding	0	0	0	0
ENSG00000106290.15	TAF6	protein_coding	21.59751568	31.1842666	6.897911917	15.84586429
ENSG00000106299.8	WASL	protein_coding	30.14642917	38.69145768	24.16515124	30.03693938
ENSG00000106302.10	HYAL4	protein_coding	2.13269886	0.962301794	0.601015567	0
ENSG00000106304.16	SPAM1	protein_coding	0	0	0	0
ENSG00000106305.10	AIMP2	protein_coding	27.18199365	30.30145161	36.94897727	27.37293114
ENSG00000106327.13	TFR2	protein_coding	0.577070837	8.3322226	1.300994013	0
ENSG00000106328.10	FSCN3	protein_coding	0	0	0	0
ENSG00000106330.12	MOSPD3	protein_coding	8.616933338	20.21798338	12.62735124	14.04922454
ENSG00000106331.17	PAX4	protein_coding	0	0	0	0
ENSG00000106333.13	PCOLCE	protein_coding	0.873539686	0	0.984688386	3.560592472
ENSG00000106336.13	FBXO24	protein_coding	0	0	0	0
ENSG00000106341.11	PPP1R17	protein_coding	0	0	0	0
ENSG00000106344.8	RBM28	protein_coding	4.052880584	7.481098875	4.568566839	5.556642748
ENSG00000106346.11	USP42	protein_coding	2.47980525	1.491894353	4.425945945	2.358489731
ENSG00000106348.18	IMPDH1	protein_coding	25.54113633	31.69236634	22.94280916	17.56805271
ENSG00000106351.13	AGFG2	protein_coding	10.12108839	6.729974309	10.20795421	11.29058876
ENSG00000106355.10	LSM5	protein_coding	2.490192791	7.86525432	4.56144573	5.075076639
ENSG00000106366.9	SERPINE1	protein_coding	298.2136058	299.2032888	354.4276019	296.7110753
ENSG00000106367.15	AP1S1	protein_coding	94.61889838	76.0716843	68.84299031	77.1342946
ENSG00000106384.12	MOGAT3	protein_coding	0	0	0	0
ENSG00000106392.11	C1GALT1	protein_coding	12.03288836	7.804759036	7.417783151	4.904666887
ENSG00000106397.12	PLOD3	protein_coding	11.33891789	19.06972983	14.81512381	7.983110767
ENSG00000106399.11	RPA3	protein_coding	24.41748833	17.95443155	14.78159852	21.37985952
ENSG00000106400.12	ZNHIT1	protein_coding	23.3222724	17.88963762	12.81627032	13.78410253
ENSG00000106404.14	CLDN15	protein_coding	2.02064555	5.470451193	1.138875679	3.294501876
ENSG00000106410.15	NOBOX	protein_coding	0	0	0	0
ENSG00000106415.13	GLCCI1	protein_coding	0	0.383215054	0.718022811	0
ENSG00000106436.7	MYL10	protein_coding	0	0	0	0
ENSG00000106443.17	PHF14	protein_coding	4.370559638	4.131922726	3.401746398	3.053935679
ENSG00000106459.15	NRF1	protein_coding	7.805657118	10.88622886	6.799107158	4.627819339
ENSG00000106460.19	TMEM106B	protein_coding	26.1912928	15.43945704	27.8571888	23.4176755
ENSG00000106462.12	EZH2	protein_coding	3.798040935	2.448180079	2.293554394	1.769258201
ENSG00000106477.20	CEP41	protein_coding	6.843171693	3.555566876	4.207578014	2.535738009
ENSG00000106479.11	ZNF862	protein_coding	0	0.626375972	2.151652857	0.565839108
ENSG00000106483.12	SFRP4	protein_coding	2.499598451	4.51140687	7.044114893	5.433861989
ENSG00000106484.16	MEST	protein_coding	29.43097584	14.3862806	15.55113596	8.497319949
ENSG00000106511.6	MEOX2	protein_coding	0	0	0	0
ENSG00000106524.9	ANKMY2	protein_coding	4.10082608	1.850346697	5.778266116	2.507276551
ENSG00000106526.11	ACTR3C	protein_coding	0	0	0	0
ENSG00000106536.21	POU6F2	protein_coding	0	0	0	0
ENSG00000106537.8	TSPAN13	protein_coding	30.62881215	21.05923526	23.0173367	11.88996249
ENSG00000106538.10	RARRES2	protein_coding	0	0	0	0
ENSG00000106541.12	AGR2	protein_coding	151.2190744	72.52636052	114.4347556	62.93076671
ENSG00000106546.14	AHR	protein_coding	11.25435069	17.03624385	9.41245172	7.990834557
ENSG00000106554.13	CHCHD3	protein_coding	32.40047373	21.54455603	21.14494792	22.24269295
ENSG00000106560.11	GIMAP2	protein_coding	0	0	0	1.136265371
ENSG00000106565.18	TMEM176B	protein_coding	0	0	0	0
ENSG00000106571.15	GLI3	protein_coding	0	0	0	0
ENSG00000106588.12	PSMA2	protein_coding	0	0	0.196632092	0.853216215
ENSG00000106591.4	MRPL32	protein_coding	25.24212325	22.77915643	13.73637366	12.77232659
ENSG00000106603.20	COA1	protein_coding	6.92387361	9.595581753	5.853647557	5.03965415
ENSG00000106605.11	BLVRA	protein_coding	35.31191836	28.96945872	22.61646993	20.93573625
ENSG00000106608.17	URGCP	protein_coding	1.582492576	3.927228125	1.783848045	2.25761226
ENSG00000106609.16	TMEM248	protein_coding	118.9604412	70.53146156	72.55484506	57.62447175
ENSG00000106615.10	RHEB	protein_coding	17.37337661	23.14399822	11.65711626	27.65148253
ENSG00000106617.15	PRKAG2	protein_coding	3.914470283	3.693090156	2.507128005	2.175761078
ENSG00000106624.11	AEBP1	protein_coding	0.587983059	0	0	0
ENSG00000106628.12	POLD2	protein_coding	36.48622368	55.11547617	33.97589115	40.08966239
ENSG00000106631.8	MYL7	protein_coding	0	0	0	0
ENSG00000106633.18	GCK	protein_coding	0	0	0	0
ENSG00000106635.8	BCL7B	protein_coding	46.15048087	32.66463426	21.42108796	12.54078149
ENSG00000106636.9	YKT6	protein_coding	33.85850282	36.39111506	20.58425514	28.5321958
ENSG00000106638.17	TBL2	protein_coding	20.10725558	12.37180683	19.83248007	11.92119316
ENSG00000106648.14	GALNTL5	protein_coding	0	0	0	0
ENSG00000106665.16	CLIP2	protein_coding	8.322730787	3.21885057	4.244107081	3.2308454
ENSG00000106682.16	EIF4H	protein_coding	29.69673902	30.4328978	27.23417122	27.90199704
ENSG00000106683.15	LIMK1	protein_coding	20.76487488	27.3586037	13.57605184	16.25062903
ENSG00000106686.17	SPATA6L	protein_coding	1.222316273	0.827287784	0.688921555	0.747333554
ENSG00000106688.12	SLC1A1	protein_coding	2.941986702	7.964778712	2.487242581	1.798753258
ENSG00000106689.11	LHX2	protein_coding	8.193851229	3.169005867	0.659745162	1.908488973
ENSG00000106692.15	FKTN	protein_coding	3.73584006	3.371320403	1.619687021	2.459822934
ENSG00000106701.13	FSD1L	protein_coding	1.47963136	1.335258285	1.167529178	0.482484253
ENSG00000106714.17	CNTNAP3	protein_coding	1.841947561	0.554073987	2.249342265	0.750787254
ENSG00000106723.17	SPIN1	protein_coding	44.11419954	33.35416917	17.13574692	38.39223538
ENSG00000106733.21	NMRK1	protein_coding	0.756239014	1.364899983	0.426231221	5.548444072
ENSG00000106771.13	TMEM245	protein_coding	65.82056726	48.29574279	64.14100366	41.62225066
ENSG00000106772.18	PRUNE2	protein_coding	0	0	0	0
ENSG00000106780.9	MEGF9	protein_coding	41.29125034	33.91288993	32.16320498	39.7124747
ENSG00000106785.15	TRIM14	protein_coding	6.932535896	9.624773643	7.514065269	3.477830297
ENSG00000106789.13	CORO2A	protein_coding	3.069160436	0	0.864919672	1.668007338
ENSG00000106799.13	TGFBR1	protein_coding	66.40924761	49.87677059	31.63401652	19.90862848
ENSG00000106803.10	SEC61B	protein_coding	45.93417037	61.08745911	81.75601338	74.89201185
ENSG00000106804.8	C5	protein_coding	24.16329525	12.51802598	15.63652595	6.566055217
ENSG00000106809.11	OGN	protein_coding	0	0	0	0
ENSG00000106819.13	ASPN	protein_coding	0	0	0	0
ENSG00000106823.12	ECM2	protein_coding	0	0.536547847	0	0
ENSG00000106829.20	TLE4	protein_coding	6.069217589	4.188310714	7.042680889	5.529769288
ENSG00000106852.15	LHX6	protein_coding	0	0	0	0
ENSG00000106853.20	PTGR1	protein_coding	61.24833933	72.06364173	77.78097962	97.96446014
ENSG00000106868.17	SUSD1	protein_coding	31.56750287	29.78222483	42.86270716	16.96114531
ENSG00000106927.12	AMBP	protein_coding	7.703910881	2.780884783	10.42098262	8.792429823
ENSG00000106948.17	AKNA	protein_coding	2.205726847	1.244066228	0.621595574	0.674299165
ENSG00000106952.8	TNFSF8	protein_coding	0	0	0	0
ENSG00000106976.21	DNM1	protein_coding	16.86058382	20.61445983	14.25443629	16.40522773
ENSG00000106991.14	ENG	protein_coding	0	0	0	0
ENSG00000106992.19	AK1	protein_coding	4.508852739	2.034453696	1.270639159	0
ENSG00000106993.12	CDC37L1	protein_coding	5.919724128	2.671057435	4.587650725	7.238729566
ENSG00000107014.9	RLN2	protein_coding	0	0	0	0
ENSG00000107018.8	RLN1	protein_coding	0	0	0	0
ENSG00000107020.10	PLGRKT	protein_coding	17.05951627	25.65826086	11.75176418	20.08802222
ENSG00000107021.16	TBC1D13	protein_coding	12.64021481	9.393886806	12.15317385	7.273717066
ENSG00000107036.12	RIC1	protein_coding	7.484926474	9.824864967	5.177436745	4.160310468
ENSG00000107077.19	KDM4C	protein_coding	1.981986488	2.555138251	1.436254289	1.384916293
ENSG00000107099.17	DOCK8	protein_coding	0	0	0	0
ENSG00000107104.20	KANK1	protein_coding	1.963630358	1.329023791	5.533703962	2.201060909
ENSG00000107105.15	ELAVL2	protein_coding	1.137301085	6.157982607	2.564021276	5.562836923
ENSG00000107130.10	NCS1	protein_coding	24.08071594	32.83806421	21.41417806	18.7583641
ENSG00000107140.16	TESK1	protein_coding	12.24785784	11.84227424	13.31318739	5.705473768
ENSG00000107147.14	KCNT1	protein_coding	0	0	0	0
ENSG00000107159.13	CA9	protein_coding	0	0	3.073476995	0
ENSG00000107164.16	FUBP3	protein_coding	19.91956239	11.18502773	8.732156358	13.71262189
ENSG00000107165.13	TYRP1	protein_coding	0	0	0	0
ENSG00000107175.12	CREB3	protein_coding	75.08273951	66.14338709	71.5377618	36.43346303
ENSG00000107185.10	RGP1	protein_coding	12.30506787	18.50736189	12.48368203	12.70620858
ENSG00000107186.17	MPDZ	protein_coding	1.799001716	4.638475717	4.345512186	2.933129232
ENSG00000107187.17	LHX3	protein_coding	0	0.686893025	0	0
ENSG00000107201.11	DDX58	protein_coding	0.282538791	0	0	0.230328514
ENSG00000107223.13	EDF1	protein_coding	191.3495115	205.0561175	95.71541779	126.7419405
ENSG00000107242.20	PIP5K1B	protein_coding	0	0	0	0
ENSG00000107249.24	GLIS3	protein_coding	6.80307082	16.37138713	12.14209209	12.3242955
ENSG00000107262.26	BAG1	protein_coding	18.18266742	13.79807168	11.17975628	9.769504593
ENSG00000107263.19	RAPGEF1	protein_coding	14.60597267	24.10206023	10.34906931	11.22654196
ENSG00000107281.10	NPDC1	protein_coding	33.31205053	25.21301457	25.43754196	21.90026178
ENSG00000107282.8	APBA1	protein_coding	0	0	0.14391401	0
ENSG00000107290.14	SETX	protein_coding	6.981554226	5.214073075	6.513006848	2.943845419
ENSG00000107295.10	SH3GL2	protein_coding	0	0	0	0
ENSG00000107317.13	PTGDS	protein_coding	0	0	0	0
ENSG00000107331.17	ABCA2	protein_coding	5.334156561	7.79358246	9.019307481	4.762597992
ENSG00000107338.10	SHB	protein_coding	7.74910035	10.05242618	7.643205095	4.737859451
ENSG00000107341.5	UBE2R2	protein_coding	47.00607388	60.68347762	42.68405309	31.93319386
ENSG00000107362.14	ABHD17B	protein_coding	10.88927832	9.007873761	3.068705997	8.87705116
ENSG00000107371.14	EXOSC3	protein_coding	6.105198513	7.231208035	7.742273121	4.043829017
ENSG00000107372.13	ZFAND5	protein_coding	59.57429377	56.00146957	38.00757794	47.55379136
ENSG00000107404.20	DVL1	protein_coding	18.07025526	19.02491965	17.39895169	15.34485112
ENSG00000107438.9	PDLIM1	protein_coding	52.49867603	95.93677888	55.47991703	62.05631431
ENSG00000107443.16	CCNJ	protein_coding	4.932508804	14.62545612	6.354421098	5.74433096
ENSG00000107447.8	DNTT	protein_coding	0	0	0	0
ENSG00000107485.18	GATA3	protein_coding	1.721356766	0	0.970190618	0
ENSG00000107518.18	ATRNL1	protein_coding	0.293548638	1.05962407	4.136245027	3.350253967
ENSG00000107521.20	HPS1	protein_coding	10.50793036	14.47349239	4.052220947	2.254255896
ENSG00000107537.14	PHYH	protein_coding	4.327604069	14.84030652	9.756491972	18.34511713
ENSG00000107551.21	RASSF4	protein_coding	1.849718672	0	0	0.502636532
ENSG00000107554.17	DNMBP	protein_coding	5.853302438	4.350025802	6.209951399	5.333045254
ENSG00000107560.12	RAB11FIP2	protein_coding	10.78050268	11.75540299	5.822932903	4.394188072
ENSG00000107562.16	CXCL12	protein_coding	0	0	0	0
ENSG00000107566.14	ERLIN1	protein_coding	94.61002809	70.2673266	78.80638007	43.00004422
ENSG00000107581.13	EIF3A	protein_coding	29.22452175	47.17419948	28.30316965	39.25948069
ENSG00000107593.17	PKD2L1	protein_coding	0	0	0	0
ENSG00000107611.16	CUBN	protein_coding	0	0	0	0
ENSG00000107614.22	TRDMT1	protein_coding	0.567436185	1.194828481	0.213212149	1.541932623
ENSG00000107625.14	DDX50	protein_coding	19.60922407	18.67898439	17.19222615	10.65709347
ENSG00000107643.16	MAPK8	protein_coding	6.042720257	7.361698248	3.916665743	1.724130595
